name,address,lat,lng,rating,user_ratings,business_status,primary_type,website,phone,google_maps_uri,place_id,found_via
"Maurilla's Garden","Brgy, Bagbag Bridge, San Diego, Lian, 4216 Batangas, Philippines","14.0314421","120.65388209999998","5","2","OPERATIONAL","event_venue","https://www.facebook.com/MaurillasGarden","0917 531 7097","https://maps.google.com/?cid=5072295776378224348&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJTSHTSveXvTMR3P68aiJqZEY","garden events venue @ Laurel, Batangas | garden events venue @ Batangas City, Batangas | garden events venue @ Nasugbu, Batangas"
"The Event's Place By ACM","10, Bolbok, Lipa City, 4217 Batangas, Philippines","13.931873399999999","121.15203720000001","4.5","2","OPERATIONAL","convention_center",,,"https://maps.google.com/?cid=17069656248344293337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJR5ipWTdtvTMR2a-WQOuZ4-w","wedding venue @ Lipa, Batangas | events place @ Lipa, Batangas | wedding reception venue @ Lipa, Batangas | garden events venue @ Lipa, Batangas"
"Chalebrations Events Planning and Management","322, Bugtong na Pulo, Lipa City, 4217 Batangas, Philippines","14.0011163","121.1667378","5","2","OPERATIONAL","service","https://chalebrations.com/","0917 524 3259","https://maps.google.com/?cid=9157119611082425295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJP5IvSpZsvTMRz8NUEMWfFH8","wedding venue @ Lipa, Batangas | events place @ Lipa, Batangas | wedding reception venue @ Lipa, Batangas"
"Kampo Kawaiian","BilogBilog, Tanauan City, 4232 Batangas, Philippines","14.116487699999999","121.08543829999999","5","2","OPERATIONAL","event_venue",,"0929 471 5614","https://maps.google.com/?cid=16295909083187886567&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJy3HwG8hlvTMR57l5w_iyJuI","wedding venue @ Batangas City, Batangas | garden events venue @ Batangas City, Batangas"
"Melrose Place and Events Center","Dumantay, Silangan, in proximity to Aqua Breeze Resort, Batangas City, Batangas, Philippines","13.7641812","121.11410029999999","5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=11245803571003737136&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJaa9vWAAbvTMRMER_18MeEZw","events place @ Batangas City, Batangas"
"Andrea Ville Event Center","De Joya Capitol Village, Kumintang Ilaya, Batangas City, 4200 Batangas, Philippines","13.771621699999999","121.06365450000001","5","2","OPERATIONAL","event_venue",,"0969 456 8977","https://maps.google.com/?cid=4596619417320734346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJJTVAmmkFvTMRir4QkQF5yj8","events place @ Batangas City, Batangas"
"LUZVIDEN EVENT CENTER","Q3FM+26X, Batangas City, Batangas, Philippines","13.77262","121.0831163","5","2","OPERATIONAL","service",,"0915 589 3524","https://maps.google.com/?cid=3235433463986300520&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJw39L79wRvTMRaKZQ65eR5iw","events place @ Batangas City, Batangas"
"R A Events Production","449, Libjo Central, Batangas City, 4200 Batangas, Philippines","13.7485231","121.0677217","5","2","OPERATIONAL","service",,"0917 168 6244","https://maps.google.com/?cid=1001908779441863588&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJy1BMflYFvTMRpDv6_7l-5w0","events place @ Batangas City, Batangas"
"The Place","219 Batangas - Tabangao - Lobo Rd, Batangas City, Batangas, Philippines","13.7391936","121.0713952","5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=116260374422779113&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJIyrtTgIFvTMR6XTszjEKnQE","events place @ Batangas City, Batangas"
"Shepherd The Wedding Planner","Q38F+C5Q Don Florencio Village, Gov. Antonio Carpio Rd, Batangas City, 4200 Batangas, Philippines","13.766077099999999","121.07297399999997","5","2","OPERATIONAL","service","http://www.facebook.com/ShepherdTheWeddingPlanner","0916 261 7581","https://maps.google.com/?cid=2870335410592318435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJuzT3Z1EFvTMR44OUJtl61Sc","wedding reception venue @ Batangas City, Batangas | garden events venue @ Batangas City, Batangas"
"Jardin De ULA Events Place","Diez Casas Farm Centro Brgy, Nasugbu, Batangas, Philippines","14.080758999999999","120.72784419999999","5","2","OPERATIONAL","event_venue",,"0915 407 1737","https://maps.google.com/?cid=15309105453347386393&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJuxdIlpCbvTMRGTTEd0zedNQ","wedding venue @ Nasugbu, Batangas | events place @ Nasugbu, Batangas | wedding reception venue @ Nasugbu, Batangas | garden events venue @ Nasugbu, Batangas"
"La Natalia Events Place","105 Concepcion St, Barangay 4, Nasugbu, 4231 Batangas, Philippines","14.074668599999999","120.6332138","5","2","OPERATIONAL","event_venue",,"0917 585 6099","https://maps.google.com/?cid=10388571017350120960&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ092CFB2XvTMRAIYSnUyeK5A","wedding venue @ Nasugbu, Batangas | events place @ Nasugbu, Batangas | wedding reception venue @ Nasugbu, Batangas | garden events venue @ Nasugbu, Batangas"
"Canopy Events Venue","QJVR+QCX, Calatagan, Batangas, Philippines","13.794491599999999","120.64111020000001","5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=11731481395789076786&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJo9qiYxmxvTMRMpkcZSyYzqI","events place @ Calatagan, Batangas | garden events venue @ Calatagan, Batangas"
"Vista Mall Event Center","Ground Floor, Vista Mall, Santa Rosa - Tagaytay Rd, Don Jose, City of Santa Rosa, 4026 Laguna, Philippines","14.243863699999999","121.0574697","4","2","OPERATIONAL","event_venue","http://www.vistamalls.com.ph/",,"https://maps.google.com/?cid=10580730401223611437&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJbc__QkZ9vTMRLRQcpT1O1pI","wedding venue @ Santa Rosa, Laguna | events place @ Santa Rosa, Laguna | wedding reception venue @ Santa Rosa, Laguna"
"Glegio Events Place","Brgy. Market Area, Blk. 9, City of, Lot 12 Zavalla 1 Subdivision, City of Santa Rosa, Laguna, Philippines","14.3191838","121.117388","5","2","OPERATIONAL","event_venue",,"0943 603 5798","https://maps.google.com/?cid=11540890981814024672&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJUZ_9cPfZlzMR4LmIojN7KaA","events place @ Santa Rosa, Laguna | garden events venue @ Santa Rosa, Laguna"
"Cherry Garden Venue Wedding and Party","112 Rizal Blvd, Barangay Tagapo, City of Santa Rosa, 4026 Laguna, Philippines","14.3180567","121.10369499999997","3","2","OPERATIONAL","home_goods_store",,"0929 117 2930","https://maps.google.com/?cid=11980631975038567269&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJofOYuLjZlzMRZUPcIE7BQ6Y","wedding reception venue @ Santa Rosa, Laguna | garden events venue @ Santa Rosa, Laguna"
"Tita Chu's Events Place","Halang Barangay Hall, National Highway, Calamba, 4027 Laguna, Philippines","14.197700999999999","121.16158460000001","3","2","OPERATIONAL","event_venue",,"0952 456 0958","https://maps.google.com/?cid=14459793822465761356&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJidt4do5jvTMRTKB1yd6Bq8g","events place @ Calamba, Laguna"
"Cholo's Resto Bar & Events Place","55H4+QF4, Ilaya, Calamba, 4027 Laguna, Philippines","14.179380499999999","121.15618810000001","3","2","OPERATIONAL","restaurant",,,"https://maps.google.com/?cid=140941781773226355&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJLbkkDABjvTMRc5GaxM259AE","events place @ Calamba, Laguna"
"Golden Buddha Paradise Resort","38JF+52R, 552 San Andrea St, San Lucas 1, San Pablo City, Laguna, Philippines","14.0805013","121.32245230000001","5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=978960553131056807&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJAzXdrI9dvTMRpx5_sm_3lQ0","wedding venue @ San Pablo, Laguna | events place @ San Pablo, Laguna"
"Estelita's Event Place","38CG+W6V, P. Zulueta St, San Pablo City, Laguna, Philippines","14.0723721","121.325532","4","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=15855907077508513590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJb8avzM5cvTMRNj9_knp_C9w","events place @ San Pablo, Laguna"
"Oasis Event's Place","29X2+RRV Sitio Subac, Santo Nino, San Pablo City, Laguna, Philippines","14.049609499999999","121.3520378","5","2","OPERATIONAL","farm",,"0907 493 9304","https://maps.google.com/?cid=7077820847141877241&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJjfjFWABFvTMR-fW-gY94OWI","events place @ San Pablo, Laguna"
"Amihan Lounge","6911 San Jose, San Pablo City, 4000 Laguna, Philippines","14.058300299999999","121.3455582","4.5","2","OPERATIONAL","bar","https://sites.google.com/view/hotelamihan/amihan-lounge","0912 912 8847","https://maps.google.com/?cid=640390072228176319&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ1-mHEf1DvTMRv-HYtGAf4wg","events place @ San Pablo, Laguna"
"First & Last Event Resources","9344 De Castro, Establishment, 4030 Lopez Ave, Los Baños, Laguna, Philippines","14.1761634","121.24276520000001","4","2","OPERATIONAL","service","http://www.eventsjennifermanaig.blogspot.com/","0917 887 1125","https://maps.google.com/?cid=298452694730035208&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJx_Uf2b5gvTMRCFCkAyVRJAQ","wedding venue @ Los Baños, Laguna | events place @ Los Baños, Laguna | wedding reception venue @ Los Baños, Laguna"
"Elvira O. Tan Hall","56GG+38Q, Los Baños, Laguna, Philippines","14.1752039","121.22584529999999","4","2","OPERATIONAL","auditorium","http://www.pcaarrd.dost.gov.ph/","(049) 536 0014","https://maps.google.com/?cid=12437322063603969104&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJBYcxAttgvTMRUCw-ZoU-mqw","wedding venue @ Los Baños, Laguna | events place @ Los Baños, Laguna"
"Springs of Living Water Retreat Center & Events Place","Lot 6 Blk 3, Brgy, Baltao Subd, Taktak Rd, Santa Cruz, Antipolo, 1870 Rizal, Philippines","14.596992400000001","121.1667736","4.5","2","OPERATIONAL","health","http://www.springsoflivingwaterph.com/","0995 674 8843","https://maps.google.com/?cid=17801464909980294663&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJi5s2trO4lzMRB970-ASCC_c","events place @ Antipolo, Rizal"
"Throne Events Place","Manila East Road, G5G5+P4C, Don Benito, Angono, Rizal, Philippines","14.5268155","121.15776050000001","5","2","OPERATIONAL","event_venue","https://www.facebook.com/photo.php?fbid=122175123824524216&id=61565726506993&set=a.122109378854524216",,"https://maps.google.com/?cid=9713165799515035159&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJM93QYADHlzMRFxaRBNUYzIY","events place @ Taytay, Rizal"
"Las Ninas Del Carmen Garden Venue","44 MacArthur Hwy, Malolos, 3000 Bulacan, Philippines","14.8720011","120.79995369999999","4","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=15307778838256046929&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJb9MSIrdRljMRUVN-0r8ncNQ","wedding venue @ Malolos, Bulacan | events place @ Malolos, Bulacan | wedding reception venue @ Malolos, Bulacan | garden events venue @ Malolos, Bulacan"
"Party Place Mini Pavilion","328 Daisy St, Balite, Malolos, 3000 Bulacan, Philippines","14.8332187","120.835844","5","2","OPERATIONAL","event_venue",,"0967 250 3940","https://maps.google.com/?cid=15700428915129327070&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJC6eTuGRTljMR3h2O8-kg49k","wedding venue @ Malolos, Bulacan | events place @ Malolos, Bulacan | wedding reception venue @ Malolos, Bulacan | garden events venue @ Malolos, Bulacan"
"Villa Fuerte Events Place","Sitio Tabing Ilog, VQGQ+9FQ, MacArthur Hwy, Malolos, 3000 Bulacan, Philippines","14.875964499999997","120.7887435","5","2","OPERATIONAL","event_venue",,"0936 123 0255","https://maps.google.com/?cid=11182961525968522158&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJIZUvnhpRljMRrss2DELcMZs","events place @ Malolos, Bulacan | garden events venue @ Malolos, Bulacan"
"Ang Hardin Events Place","Guiguinto, Bulacan, Philippines","14.828389600000001","120.86844570000001","5","2","OPERATIONAL","event_venue","https://www.facebook.com/anghardineventsplace","0956 277 6247","https://maps.google.com/?cid=3294866088504656853&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJw0T1OABTljMR1QPNI0C3uS0","events place @ Malolos, Bulacan | garden events venue @ Malolos, Bulacan"
"Oasis Event Center","Ph7 Blk61 L7, Grand Royale, Subd, Malolos, Bulacan, Philippines","14.8737672","120.81393600000001","5","2","OPERATIONAL","event_venue",,"0936 055 9783","https://maps.google.com/?cid=13556967948464037295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJaUBkvE1TljMRrx2Ob4UGJLw","events place @ Malolos, Bulacan | wedding reception venue @ Malolos, Bulacan | garden events venue @ Malolos, Bulacan"
"Irene's garden","747 Tinaad, Paombong, 3001 Bulacan, Philippines","14.828835699999999","120.7809659","5","2","OPERATIONAL","garden",,"0938 814 2859","https://maps.google.com/?cid=17392699364445662109&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJndQaZsJRljMRnSvy5utHX_E","garden events venue @ Malolos, Bulacan"
"Secret Garden","VWH3+J53, Plaridel, Bulacan, Philippines","14.879008800000001","120.9029095","5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=7938439817863854453&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ__8_n1GrlzMRdXmXZvQAK24","garden events venue @ Malolos, Bulacan"
"Alexandria EventPlace San Jose De Monte Bulacan","R38C+MMR, SJDM, Bulacan, Philippines","14.816766800000002","121.07184679999997","5","2","OPERATIONAL","hotel",,"0917 626 9538","https://maps.google.com/?cid=7112844117853094192&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJPRPNDgCvlzMRMEFcKwrmtWI","wedding venue @ San Jose del Monte, Bulacan | events place @ San Jose del Monte, Bulacan | wedding reception venue @ San Jose del Monte, Bulacan"
"Carolina's Garden","V33F+3JQ, SJDM, Bulacan, Philippines","14.8527179","121.07409860000001","5","2","OPERATIONAL","event_venue",,"(044) 233 1927","https://maps.google.com/?cid=14405464184409191780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJNQpBLqmolzMRZHVSMFp96sc","garden events venue @ San Jose del Monte, Bulacan"
"Mapun Queni Events Place","Zone 2, Bacolor, Pampanga, Philippines","15.010478500000001","120.6732838","5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=15773535508646253512&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJpSfZuOv3ljMRyNPeLPna5to","wedding venue @ San Fernando, Pampanga | events place @ San Fernando, Pampanga | wedding reception venue @ San Fernando, Pampanga | garden events venue @ San Fernando, Pampanga | wedding venue @ Angeles City, Pampanga | garden events venue @ Angeles City, Pampanga | wedding venue @ Clark Freeport Zone, Pampanga | garden events venue @ Clark Freeport Zone, Pampanga"
"KG Events Place","Purok 1, Baliti, San Fernando, 2000 Pampanga, Philippines","15.107617699999997","120.62709760000001","3.5","2","OPERATIONAL","event_venue","https://www.facebook.com/profile.php?id=100088377248862",,"https://maps.google.com/?cid=6973793218025323605&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJbU10udrxljMRVXxtqfvjx2A","wedding venue @ San Fernando, Pampanga | events place @ San Fernando, Pampanga | wedding reception venue @ San Fernando, Pampanga"
"Tricia's Place Party and Events","Del Rosario, km 75 Mac Arthur Hiway, Lourdes Heights Subd., San Fernando, Pampanga, Philippines","15.0594082","120.65685610000001","4.5","2","OPERATIONAL","event_venue",,"0922 855 8578","https://maps.google.com/?cid=14761597189537404594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJGYRtctv2ljMRshbI_26628w","events place @ San Fernando, Pampanga | wedding reception venue @ San Fernando, Pampanga"
"Nelys Resort and Events Place","4J9M+R2J, Panipuan, San Fernando, Pampanga, Philippines","15.119584399999999","120.63250400000001","3","2","OPERATIONAL","swimming_pool","https://www.facebook.com/share/179jKWGfo4/?mibextid=wwXIfr","0995 211 1225","https://maps.google.com/?cid=4921792041664917009&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ1VyMCwDxljMRES7I_ci3TUQ","events place @ San Fernando, Pampanga"
"Athena's Garden","Gemsville 1 Subdivision, 8 Diamond Street, San Fernando, 2000 Pampanga, Philippines","15.0358242","120.68109930000001","5","2","OPERATIONAL","event_venue","https://www.facebook.com/garden.athenas/","0908 521 4058","https://maps.google.com/?cid=10644898770384493586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJT8NipVz3ljMREpzCVghHupM","events place @ San Fernando, Pampanga | wedding reception venue @ San Fernando, Pampanga | garden events venue @ San Fernando, Pampanga | garden events venue @ Angeles City, Pampanga"
"Flora's Place","5J2G+VW9, Mabait, Angeles, Pampanga, Philippines","15.151928999999999","120.62750399999997","5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=8141539683153082566&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJhTsPHQDxljMRxvgVwzSP_HA","wedding venue @ Angeles City, Pampanga | events place @ Angeles City, Pampanga | wedding reception venue @ Angeles City, Pampanga | garden events venue @ Angeles City, Pampanga"
"Emilia's Place - Private Resort & Events Venue","Lot 27 Queen's Street, Angeles, 2009 Pampanga, Philippines","15.151315299999998","120.6317798","5","2","OPERATIONAL","resort_hotel",,"0956 685 4302","https://maps.google.com/?cid=2241912428728818858&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ8dGHa-_zljMRqhzqy3nfHB8","wedding venue @ Angeles City, Pampanga | events place @ Angeles City, Pampanga | wedding reception venue @ Angeles City, Pampanga | garden events venue @ Angeles City, Pampanga | wedding venue @ Clark Freeport Zone, Pampanga | wedding reception venue @ Clark Freeport Zone, Pampanga"
"Roswel Court and Events Place","Corner Pablo Torres and, Manga, J.M. David St, Pulungbulu, Angeles, 2009 Pampanga, Philippines","15.1307033","120.60766890000001","5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=2291743551956674466&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJk4GHOnDzljMRomerSp7ozR8","events place @ Angeles City, Pampanga | garden events venue @ Angeles City, Pampanga | events place @ Clark Freeport Zone, Pampanga"
"VISTA BELLA PRIVATE VILLA & EVENTS PLACE","Purok Mangga, 4JJ6+CFQ, Angeles, Pampanga, Philippines","15.131569800000001","120.61142869999999","5","2","OPERATIONAL","service",,,"https://maps.google.com/?cid=8888579055833874947&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ-bGZMwDzljMRA4L0vI6TWns","events place @ Angeles City, Pampanga"
"Cafe Rustico Events Place","San Matias Street, Brgy Sto. Domingo, Dolores, 4HHW+WV8, MacArthur Hwy, Angeles, 2009 Pampanga, Philippines","15.1297777","120.59719960000001","5","2","OPERATIONAL","event_venue",,"(045) 961 3298","https://maps.google.com/?cid=15312760180271746988&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJX16NADbyljMRrA_Y40DagdQ","events place @ Angeles City, Pampanga | garden events venue @ Angeles City, Pampanga | events place @ Clark Freeport Zone, Pampanga"
"iiiscape (event and party place)","Purok 6 Aguinaldo Street, Angeles, 2009 Pampanga, Philippines","15.166517899999997","120.5097102","3.5","2","OPERATIONAL","swimming_pool",,"0917 174 5853","https://maps.google.com/?cid=2473675624126453883&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJUzW_GwCNljMRe5iZwd9CVCI","events place @ Angeles City, Pampanga | events place @ Clark Freeport Zone, Pampanga"
"Lumiere Astrid Café and Events Place","Marcos Highway Tuba, Baguio, 2603 Benguet, Philippines","16.387638499999998","120.5598407","5","2","OPERATIONAL","cafe",,"0908 289 6968","https://maps.google.com/?cid=10197887559544005903&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ5aftml-hkTMRD-X-ZbQsho0","events place @ Baguio City, Benguet"
"Albert Hall","Teacher's Camp, Albert Hall, Leonard Wood Rd, Baguio, Benguet, Philippines","16.412635599999998","120.6069999","4.5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=6210245673880048382&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJbf8sPwChkTMR_tKGf4k5L1Y","wedding reception venue @ Baguio City, Benguet | garden events venue @ Baguio City, Benguet"
"House of bugan Events place - La union","H8H8+M9M, Pagudpud, San Fernando City, La Union, Philippines","16.5792137","120.3159091","5","2","OPERATIONAL","event_venue",,,"https://maps.google.com/?cid=8742949944758433390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJz2pHagCPkTMRbvZYEqcyVXk","wedding venue @ San Juan, La Union | events place @ San Juan, La Union | wedding reception venue @ San Juan, La Union | garden events venue @ San Juan, La Union"
"The Legacy Diaz Lucero Function Hall","99P4+G88, Aringay, La Union, Philippines","16.3862986","120.35584250000001","4.5","2","OPERATIONAL","event_venue",,"0998 419 1221","https://maps.google.com/?cid=2638195508157166784&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJP9HmGoGdkTMRwDS9P9bAnCQ","wedding venue @ San Juan, La Union | events place @ San Juan, La Union | wedding reception venue @ San Juan, La Union"
"The Backyard","Building No, 9 National Highway, San Juan, 2514 La Union, Philippines","16.671965999999998","120.3384168","5","2","OPERATIONAL","private_guest_room",,"0976 268 1524","https://maps.google.com/?cid=17402953986655626140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJpUwq8dGNkTMRnKMTMXK2g_E","wedding venue @ San Juan, La Union | events place @ San Juan, La Union | wedding reception venue @ San Juan, La Union | garden events venue @ San Juan, La Union"
"Luminare Ridge Events Place","Brgy 54-A, Lagui Sail, Laoag City, 2900 Ilocos Norte, Philippines","18.2063384","120.6294185","5","2","OPERATIONAL","event_venue",,"0977 237 6436","https://maps.google.com/?cid=15433815664577466238&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJTYXDrdbPjjMRfs__N5PtL9Y","wedding venue @ Laoag, Ilocos Norte | events place @ Laoag, Ilocos Norte | wedding reception venue @ Laoag, Ilocos Norte | garden events venue @ Laoag, Ilocos Norte"
"Gian’s Events Place","P. Gomez Street, GP Bldg, Brgy. 2, Santa Joaquina, Laoag City, 2900 Ilocos Norte, Philippines","18.2053563","120.5876312","4","2","OPERATIONAL","event_venue",,"0933 810 5138","https://maps.google.com/?cid=2579795480897119936&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJXWJFxYbJjjMRwOYHUFJGzSM","events place @ Laoag, Ilocos Norte"
"Party Burst Events Organizer by:Cherry and George","5HMQ+JVH, MacArthur Hwy, Laoag City, Ilocos Norte, Philippines","18.184052899999998","120.5897494","5","2","OPERATIONAL","service",,"0977 829 7976","https://maps.google.com/?cid=12338787008591477001&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJ40hk3TvGjjMRCblMHmktPKs","events place @ Laoag, Ilocos Norte"
"Just Enjoy Events","M Plaza Building Roxas Avenue Diversion Road, Naga City, 4400 Camarines Sur, Philippines","13.616724099999999","123.19579750000001","5","2","OPERATIONAL","service",,"0926 785 6504","https://maps.google.com/?cid=3020143209197843256&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA","ChIJo4mNbsaMoTMROLMLUz-06Sk","wedding venue @ Naga City, Camarines Sur | events place @ Naga City, Camarines Sur | wedding reception venue @ Naga City, Camarines Sur"
